invoice_id,project_id,vendor_name,category,invoice_amount_naira,invoice_date,payment_status,notes
INV08289,PRJ00516,ondeck production staffing,Crew,13529259,2023-01-10,paid,
INV05202,PRJ01681,Reel Edit Studios,Post-Production,59697450,19-05-2025,PAID,
INV02244,PRJ02255,OnDeck Production Staffing,Crew,44448104,08/06/2024,Paid,
INV05065,PRJ00278,ColourGrade Lagos,Post-Production,1114568,13 Jun 2021,Paid,
INV09727,PRJ01687,Chop Life Catering,Catering,4189612,2021-12-08,Overdue,
INV02691,PRJ01447,CREW CONNECT NG,Crew,19203152,21 Apr 2025,disputed,
INV00132,PRJ03539,Naija Faces Casting,Talent,5128096,09 Jun 2023,Disputed,
INV01545,PRJ00431,OnDeck Production Staffing,Crew,31329069,17-01-2025,Disputed,
INV01006,PRJ00816,Frame & Focus Equipment,Equipment Rental,18227480,04-12-2023,disputed,
INV04312,PRJ00458,Naija Locations Ltd,Location,19549523,2022-06-01,Pd,
INV08695,PRJ00629,ondeck production staffing,Crew,15929059,11-04-2023,Pending,
INV06393,PRJ00985,Naija Locations Ltd,Location,9664090,16-01-2025,Disputed,
INV03915,PRJ02015,Mama Bisi Kitchen Services,Catering,22373842,24 Aug 2024,paid,
INV02898,PRJ00309,stagehand talent agency,Talent,26923879,2021-05-08,pending,
INV06461,PRJ03679,Naija Faces Casting,Talent,26955701,2025-06-24,Pending,
INV06157,PRJ01068,redline camera rentals,Equipment Rental,19897522,2021-11-15,Overdue,
INV06913,PRJ02568,Stagehand Talent Agency,Talent,1671464,2022-09-05,disputed,
INV03892,PRJ03851,Chop Life Catering,Catering,4351359,27/07/2023,PAID,
INV07124,PRJ01329,mama bisi kitchen services,Catering,26351274,2024-06-12,Paid,
INV00329,PRJ02485,SOUNDWAVE POST NG,Post-Production,20409863,07 Jan 2022,PAID,
INV02081,PRJ02390,Naija Faces Casting,Talent,17531657,04 Sep 2021,Pd,
INV06316,PRJ03350,OnDeck Production Staffing,Crew,5591616,21 Nov 2024,Pending,
INV07091,PRJ00946,MAMA BISI KITCHEN SERVICES,Catering,28293459,2023-03-28,Disputed,
INV08436,PRJ00441,NAIJA FACES CASTING,Talent,2360633,2022-02-02,Disputed,
INV09244,PRJ03550,ONSET MEALS NG,Catering,26101041,2023-05-20,disputed,
INV00246,PRJ02484,naija faces casting,Talent,20143360,26 Jan 2023,Disputed,
INV09539,PRJ00054,CHOP LIFE CATERING,Catering,12801627,24 Jun 2023,Paid,
INV07868,PRJ01956,urban set scouts,Location,10523055,2024-09-28,Pending,
INV02791,PRJ01962,STAGEHAND TALENT AGENCY,Talent,21928618,22/04/2021,Overdue,
INV08949,PRJ01474,Mama Bisi Kitchen Services,Catering,20266705,25-07-2021,OVERDUE,
INV06682,PRJ01980,coastline property services,Location,"NGN 8,758,136",12-07-2023,pending,
INV01551,PRJ02173,Naija Faces Casting,Talent,5085144,27 Oct 2024,disputed,
INV05735,PRJ01123,Lagos Grip & Lighting Co,Equipment Rental,3315749,22/06/2022,pending,
INV02068,PRJ00259,Lagos Grip & Lighting Co,Equipment Rental,3610091,21/11/2023,Paid,
INV04523,PRJ00868,Urban Set Scouts,Location,26594135,17/10/2021,Disputed,
INV02008,PRJ03431,Crew Connect NG,Crew,7020358,2021-06-09,OVERDUE,
INV08214,PRJ03364,Naija Locations Ltd,Location,29588756,09-10-2025,Overdue,
INV07550,PRJ02027,Frame & Focus Equipment,Equipment Rental,34394686,10/08/2024,pending,
INV05428,PRJ03931,SoundWave Post NG,Post-Production,3732087,04 Jun 2025,paid,
INV01423,PRJ02544,ONSET MEALS NG,Catering,945478,07 Jul 2024,Disputed,
INV06044,PRJ03852,Crew Connect NG,Crew,"NGN 28,151,944",02-06-2023,Disputed,
INV05037,PRJ01545,SoundWave Post,Post-Production,8113741,24/12/2025,Overdue,
INV01728,PRJ02850,Reel Edit Studios,Post-Production,21723859,20-04-2023,Pending,
INV05841,PRJ00365,Redline Camera Rentals,Equipment Rental,17871125,23/06/2024,Pending,
INV00156,PRJ00819,Coastline Property Services,Location,15394204,2024-05-25,Pd,
INV04455,PRJ03855,NAIJA FACES CASTING,Talent,54241403,2024-04-04,Overdue,
INV04207,PRJ02134,Naija Locations Ltd,Location,63727402,13/12/2023,disputed,
INV04908,PRJ02812,Stagehand Talent Agency,Talent,4361403,2024-07-09,OVERDUE,
INV09759,PRJ07777,OnDeck Production Staffing,Crew,21225897,06-01-2023,OVERDUE,
INV06039,PRJ02334,Lagos Grip & Lighting Co,Equipment Rental,9015808,25-07-2021,Pending,
INV04485,PRJ00637,Naija Faces Casting,Talent,8505015,23 Mar 2022,disputed,
INV06874,PRJ03765,stagehand talent agency,Talent,78280,10-04-2024,PAID,
INV02609,PRJ00206,ondeck production staffing,Crew,7915991,2024-06-26,Paid,
INV01213,PRJ02986,REDLINE CAMERA RENTALS,Equipment Rental,6674647,09/05/2023,Overdue,
INV05587,PRJ02557,mama bisi kitchen services,Catering,8877529,21 Mar 2021,paid,
INV07964,PRJ01274,SoundWave Post,Post-Production,38437234,03 Oct 2022,disputed,
INV03269,PRJ02594,Mama Bisi Kitchen Services,Catering,21389988,2023-09-27,disputed,
INV04295,PRJ02230,Stagehand Talent Agency,Talent,15014662,14 Dec 2021,PAID,
INV08363,PRJ01271,Naija Locations Ltd,Location,6067132,15-03-2025,paid,
INV02259,PRJ01294,Reel Edit Studios,Post-Production,28740328,2023-03-04,OVERDUE,
INV06091,PRJ02859,ColourGrade Lagos,Post-Production,4704472,13 Feb 2022,Disputed,
INV06666,PRJ00298,NAIJA FACES CASTING,Talent,1954864,14-08-2024,pending,
INV07058,PRJ03594,OnDeck Production Staffing,Crew,13983279,11 Feb 2025,PAID,
INV08017,PRJ02278,OnDeck Production Staffing,Crew,5153342,08/07/2022,PAID,
INV05566,PRJ02124,ProGear,Equipment Rental,9571506,23/09/2021,pending,
INV03247,PRJ01706,LAGOS GRIP & LIGHTING CO,Equipment Rental,5131172,19-02-2021,Pending,
INV08549,PRJ03261,ColourGrade Lagos,Post-Production,27669100,2025-12-04,Pending,
INV04477,PRJ00074,COLOURGRADE LAGOS,Post-Production,8584796,01/09/2022,OVERDUE,
INV07777,PRJ02518,SoundWave Post NG,Post-Production,25141917,24-12-2021,pending,
INV08220,PRJ01491,Naija Locations,Location,"NGN 21,481,268",08 Sep 2021,pending,
INV05458,PRJ02793,Stagehand Talent Agency,Talent,16850838,2022-02-11,disputed,
INV01772,PRJ03420,Naija Locations,Location,1180390,20/06/2025,OVERDUE,
INV05456,PRJ02793,OnDeck Production Staffing,Crew,22112900,25 Nov 2021,Overdue,
INV01499,PRJ01672,ColourGrade Lagos,Post-Production,8184944,18 Sep 2022,PAID,
INV09772,PRJ09999,Lagos Grip & Lighting Co,Equipment Rental,35854665,14-04-2025,PAID,
INV01969,PRJ02714,Chop Life Catering,Catering,2131786,09/03/2025,paid,
INV02466,PRJ03831,Naija Faces Casting,Talent,12096908,2025-10-04,OVERDUE,
INV06840,PRJ01454,Stagehand Talent Agency,Talent,81814568,11/04/2022,Disputed,
INV03245,PRJ01706,OnDeck Production Staffing,Crew,20507088,24-08-2025,Overdue,
INV06805,PRJ02648,Crew Connect NG,Crew,13888370,28 Feb 2021,Paid,
INV03782,PRJ01614,Coastline Property Services,Location,12932100,18-02-2021,paid,
INV08754,PRJ03122,Crewnnect,Crew,3359884,04-11-2024,pending,
INV06097,PRJ02504,crew connect ng,Crew,13260533,19/11/2023,Overdue,
INV04274,PRJ01889,OnDeck Production Staffing,Crew,7732519,2021-03-12,Overdue,
INV06834,PRJ00172,Mama Bisi Kitchen Services,Catering,14057006,15-06-2023,paid,
INV01750,PRJ02962,URBAN SET SCOUTS,Location,7229151,21-01-2023,pending,
INV03288,PRJ02438,Crew Connect NG,Crew,3067760,13 Nov 2022,Disputed,
INV05948,PRJ00028,ProGear Nigeria,Equipment Rental,2454088,2025-03-18,Paid,
INV08117,PRJ03209,MAMA BISI KITCHEN SERVICES,Catering,28703591,15-03-2025,Pending,
INV03885,PRJ01536,SoundWave Post NG,Post-Production,12416587,2025-09-11,pending,
INV03079,PRJ02365,OnSet Meals NG,Catering,21605688,06-06-2025,PAID,
INV07601,PRJ02893,Coastline Property Services,Location,8804986,27-02-2023,Pd,
INV08022,PRJ03532,ONDECK PRODUCTION STAFFING,Crew,33254257,2021-10-19,PAID,
INV06485,PRJ02580,Redline Camera Rentals,Equipment Rental,9922915,28 Apr 2021,Pending,
INV08005,PRJ03147,Stagehand Talent Agency,Talent,15322366,09/09/2024,Pd,
INV01767,PRJ00716,onset meals ng,Catering,4154101,2022-10-13,pending,
INV09705,PRJ00803,Mama Bisi Kitchen Services,Catering,44705456,15-06-2021,Disputed,
INV05794,PRJ02369,stagehand talent agency,Talent,14264987,2021-05-27,pending,
INV04133,PRJ03826,ondeck production staffing,Crew,4474085,01/07/2021,Pending,
INV04991,PRJ02540,Coastline Property Services,Location,228018,17 Aug 2023,Pd,
INV01954,PRJ03252,SOUNDWAVE POST NG,Post-Production,51970152,2025-10-04,Paid,
INV09487,PRJ00894,stagehand talent agency,Talent,10742395,09 Nov 2023,pending,
INV09005,PRJ01316,Lagos Grip & Lighting Co,Equipment Rental,2390402,24-04-2021,Disputed,
INV03473,PRJ02349,Coastline Property Services,Location,34568809,2024-12-24,paid,
INV01796,PRJ03139,ONDECK PRODUCTION STAFFING,Crew,6806218,13/06/2025,Pd,
INV01381,PRJ02100,Urban Set Scouts,Location,32464158,19/03/2023,paid,
INV04749,PRJ01337,Chop Life Catering,Catering,4550312,21 Dec 2023,Pd,
INV03394,PRJ01137,Chop Life Catering,Catering,17217346,2025-06-20,Disputed,
INV05439,PRJ02564,Naija Faces Casting,Talent,41757338,2025-08-10,Overdue,
INV09488,PRJ00894,OnDeck Production Staffing,Crew,40182934,2022-01-16,Pending,
INV02853,PRJ00898,Crew Connect NG,Crew,4249154,24 Mar 2024,Pd,
INV04840,PRJ01017,ProGear Nigeria,Equipment Rental,2073976,02 Jun 2021,Overdue,
INV07815,PRJ01907,SoundWave Post,Post-Production,8347514,22/07/2021,OVERDUE,
INV06072,PRJ02572,reel edit studios,Post-Production,17430933,2022-12-27,Overdue,
INV09394,PRJ00245,Naija Locations Ltd,Location,29430858,04/02/2024,Paid,
INV04780,PRJ01310,ColourGrade Lagos,Post-Production,6631280,2022-05-22,Paid,
INV04648,PRJ00376,Redline Camera Rentals,Equipment Rental,3530794,2022-10-26,paid,
INV04015,PRJ00737,Reel Edit Studios,Post-Production,5461553,08 Oct 2024,OVERDUE,
INV06192,PRJ01899,Coastline Property Services,Location,8212620,21-12-2024,OVERDUE,
INV07376,PRJ01769,COLOURGRADE LAGOS,Post-Production,43238723,10 Jul 2024,paid,
INV07526,PRJ00012,COASTLINE PROPERTY SERVICES,Location,3019070,14-11-2022,Paid,
INV07528,PRJ01762,Coastline Property Services,Location,68952952,05 Feb 2025,Paid,
INV01698,PRJ03939,SOUNDWAVE POST NG,Post-Production,35512137,10-11-2023,paid,
INV09041,PRJ03758,ProGear,Equipment Rental,12137035,2025-03-17,disputed,
INV06914,PRJ02568,Coastline Property Services,Location,11341483,03/02/2023,Overdue,
INV02212,PRJ02725,CHOP LIFE CATERING,Catering,42129306,2025-05-28,disputed,
INV09771,PRJ07777,ONDECK PRODUCTION STAFFING,Crew,506259,06/10/2023,Overdue,
INV02593,PRJ03897,Frame & Focus Equipment,Equipment Rental,26053527,01 Aug 2024,Disputed,
INV07673,PRJ02917,OnSet Meals,Catering,10073498,10-04-2021,Paid,
INV01295,PRJ00688,colourgrade lagos,Post-Production,9010371,01/08/2024,Pending,
INV05544,PRJ00157,Naija Faces Casting,Talent,46705617,10/09/2025,pending,
INV01297,PRJ02052,Naija Faces Casting,Talent,5128013,23-01-2025,Disputed,
INV02862,PRJ02770,Stagehand Talent Agency,Talent,2662107,28-11-2025,Overdue,
INV03313,PRJ01462,OnSet Meals NG,Catering,26646886,16/07/2021,Paid,
INV01585,PRJ02731,Stagehand Talent Agency,Talent,22250567,15/12/2024,OVERDUE,
INV03259,PRJ00056,CHOP LIFE CATERING,Catering,37029091,21-08-2025,pending,
INV02002,PRJ00835,ProGear Nigeria,Equipment Rental,9071377,02 Oct 2023,Paid,
INV03251,PRJ03390,Coastline Property Services,Location,4389850,03/03/2023,Overdue,
INV03808,PRJ03253,Coastline Property Services,Location,1660997,15-07-2021,Pd,
INV06144,PRJ00022,Coastline Property Services,Location,16404833,17 Dec 2023,pending,
INV05068,PRJ03232,Crew Connect NG,Crew,51494076,19-06-2022,Overdue,
INV05201,PRJ01681,crew connect ng,Crew,13790979,2023-04-22,Pending,
INV03872,PRJ01477,Naija Faces Casting,Talent,3095142,13-08-2024,paid,
INV01922,PRJ02649,OnSet Meals NG,Catering,10306879,2023-06-16,disputed,
INV06735,PRJ02138,naija locations ltd,Location,15975583,28 Dec 2023,Pd,
INV09100,PRJ02078,Crew Connect NG,Crew,9065731,26/07/2025,disputed,
INV04257,PRJ01236,REEL EDIT STUDIOS,Post-Production,1410088,27/07/2022,Overdue,
INV05552,PRJ01357,SoundWave Post NG,Post-Production,10701642,04 Nov 2025,Overdue,
INV00002,PRJ03827,COASTLINE PROPERTY SERVICES,Location,2457174,28/06/2022,disputed,
INV01739,PRJ03013,Crew Connect NG,Crew,22779532,2025-12-06,Paid,
INV04697,PRJ02815,Naija Locations,Location,35064055,23/08/2024,Overdue,
INV00881,PRJ00205,Crew Connect NG,Crew,35124738,2025-04-12,Pd,
INV04126,PRJ01805,Crew Connect NG,Crew,28210071,02-03-2023,disputed,
INV08198,PRJ02148,Stagehand Talent Agency,Talent,38220929,2022-11-22,Disputed,
INV09413,PRJ02061,Urban Set Scouts,Location,2710570,04 Nov 2021,Paid,
INV03596,PRJ02818,NAIJA FACES CASTING,Talent,23144256,01 Jan 2024,PAID,
INV09320,PRJ01457,CHOP LIFE CATERING,Catering,1249713,19-08-2021,pending,
INV08429,PRJ01045,Chop Life Catering,Catering,7419964,2022-03-20,OVERDUE,
INV08494,PRJ02556,Naija Faces Casting,Talent,6031332,03/02/2023,Paid,
INV09422,PRJ01780,Crewnnect,Crew,1428522,28 Apr 2024,pending,
INV07969,PRJ01943,ProGear Nigeria,Equipment Rental,7967912,11/10/2023,Disputed,
INV07602,PRJ02893,Stagehand Talent Agency,Talent,3149575,26/09/2021,Disputed,
INV03929,PRJ01366,Mama Bisi Kitchen Services,Catering,24999601,25-06-2024,Paid,
INV09365,PRJ01673,Mama Bisi Kitchen Services,Catering,7175058,19/02/2025,Paid,
INV01753,PRJ02962,Lagos Grip & Lighting,Equipment Rental,8888909,06-03-2025,Pd,
INV05597,PRJ02236,OnDeck Production Staffing,Crew,15000,2021-12-02,Overdue,
INV09408,PRJ03498,Chop Life Catering,Catering,47196006,01-01-2024,disputed,
INV05191,PRJ00070,OnDeck Production Staffing,Crew,36465775,19-11-2025,Pending,
INV01368,PRJ03297,Stagehand Talent Agency,Talent,6397846,23 Jun 2021,Disputed,
INV09312,PRJ00755,Naija Locations Ltd,Location,51080165,03/09/2023,Pd,
INV05870,PRJ01633,Urban Set Scouts,Location,20197387,04 Jan 2022,disputed,
INV03034,PRJ01676,ondeck production staffing,Crew,536204,10-09-2023,OVERDUE,
INV08678,PRJ02045,Coastline Property Services,Location,16010048,01/05/2021,paid,
INV05087,PRJ02219,Chop Life Catering,Catering,44181359,2025-04-14,Paid,
INV06003,PRJ00965,Lagos Grip & Lighting Co,Equipment Rental,4835413,09/03/2024,Disputed,
INV02247,PRJ00097,Stagehand Talent Agency,Talent,29516307,20-12-2022,Disputed,
INV02225,PRJ03485,OnSet Meals NG,Catering,21914047,28-10-2025,Pending,
INV03661,PRJ01649,Chop Life Catering,Catering,"NGN 25,818,824",01-03-2023,disputed,
INV06409,PRJ00448,Chop Life Catering,Catering,1172816,09/12/2021,paid,
INV04737,PRJ03023,OnDeck Production Staffing,Crew,30277886,2025-07-27,Paid,
INV05399,PRJ03890,Reel Edit Studios,Post-Production,5775709,12/09/2025,Pd,
INV02495,PRJ02348,SoundWave Post NG,Post-Production,3632158,19/04/2023,disputed,
INV01892,PRJ00500,reel edit studios,Post-Production,2942027,2022-09-07,Pending,
INV00305,PRJ01560,ColourGrade Lagos,Post-Production,24254526,23/12/2024,Pd,
INV05378,PRJ03267,Crew Connect NG,Crew,10661956,2023-08-03,paid,
INV06083,PRJ00886,ColourGrade Lagos,Post-Production,4328928,23-12-2021,disputed,
INV02126,PRJ01610,Crewnnect,Crew,2811068,2022-02-16,pending,
INV04777,PRJ02614,Naija Faces Casting,Talent,1094803,2021-10-17,OVERDUE,
INV09203,PRJ03803,Chop Life Catering,Catering,11503677,21 Jun 2022,PAID,
INV02134,PRJ00611,Coastline Property Services,Location,13410461,26 Dec 2022,OVERDUE,
INV03433,PRJ01846,Coastline Property Services,Location,27247880,22-09-2025,paid,
INV08090,PRJ01940,Frame & Focus Equipment,Equipment Rental,25677837,14-08-2023,Disputed,
INV02871,PRJ03985,Stagehand Talent Agency,Talent,"NGN 30,076,853",2022-09-17,pending,
INV00013,PRJ02272,Reel Edit Studios,Post-Production,22304636,2022-11-23,PAID,
INV07615,PRJ02685,Crew Connect NG,Crew,382066,04 Apr 2021,Paid,
INV09163,PRJ01043,Naija Locations Ltd,Location,5080891,2021-02-22,Disputed,
INV04328,PRJ02855,ColourGrade Lagos,Post-Production,4005281,2025-06-14,PAID,
INV05537,PRJ03214,PROGEAR NIGERIA,Equipment Rental,7333906,07/10/2023,disputed,
INV09723,PRJ00954,Crew Connect NG,Crew,1649232,25 Jan 2023,OVERDUE,
INV04098,PRJ02017,FRAME & FOCUS EQUIPMENT,Equipment Rental,17242201,03/10/2023,paid,
INV05177,PRJ01509,SoundWave Post NG,Post-Production,14896479,02/03/2025,OVERDUE,
INV06635,PRJ02036,OnSet Meals NG,Catering,15241441,14/05/2025,disputed,
INV03106,PRJ02372,ColourGrade Lagos,Post-Production,13714146,01-07-2024,Paid,
INV01054,PRJ00543,OnDeck Production Staffing,Crew,16004778,2023-06-04,OVERDUE,
INV00544,PRJ02895,OnDeck Production Staffing,Crew,5665750,2023-02-05,PAID,
INV04123,PRJ02464,LAGOS GRIP & LIGHTING CO,Equipment Rental,12371406,28 Oct 2023,Pending,
INV00508,PRJ01032,OnSet Meals NG,Catering,4037656,01 Oct 2025,Disputed,
INV06607,PRJ00359,SoundWave Post,Post-Production,6642138,24 Dec 2022,paid,
INV00757,PRJ00958,OnDeck Production Staffing,Crew,8448543,17/06/2024,Pending,
INV02393,PRJ00394,Chop Life Catering,Catering,24337036,2021-02-15,pending,
INV01914,PRJ00184,Reel Edit Studios,Post-Production,27655856,08 Mar 2023,Disputed,
INV01687,PRJ03427,NAIJA FACES CASTING,Talent,27756569,2021-09-25,paid,
INV05104,PRJ01524,Coastline Property Services,Location,550700,15-01-2025,disputed,
INV07891,PRJ02905,Lagos Grip & Lighting Co,Equipment Rental,1887237,09 Nov 2025,paid,
INV05647,PRJ01634,CREW CONNECT NG,Crew,5211508,2025-12-28,Pd,
INV07740,PRJ00121,chop life catering,Catering,20831903,2024-04-02,Pending,
INV04019,PRJ02933,OnDeck Production Staffing,Crew,4226391,15/09/2025,OVERDUE,
INV06107,PRJ02077,Reel Edit Studios,Post-Production,6461954,2024-08-07,Pd,
INV02788,PRJ00856,COLOURGRADE LAGOS,Post-Production,989725,11 Nov 2024,OVERDUE,
INV06293,PRJ02682,Chop Life Catering,Catering,37860346,08-03-2025,Paid,
INV09301,PRJ00882,OnSet Meals,Catering,30866178,09 Nov 2025,disputed,
INV05935,PRJ00422,naija faces casting,Talent,144357,11/12/2024,disputed,
INV07687,PRJ01094,Naija Faces Casting,Talent,7471762,2023-10-20,PAID,
INV08056,PRJ01028,SoundWave Post,Post-Production,43468157,22-09-2025,Disputed,
INV00917,PRJ03484,Coastline Property Services,Location,5965414,07/08/2024,Paid,
INV05258,PRJ02470,Crewnnect,Crew,14709171,16 May 2022,Paid,
INV02969,PRJ03685,Reel Edit Studios,Post-Production,8830957,2025-04-08,Disputed,
INV03954,PRJ02095,urban set scouts,Location,55999626,14/04/2025,paid,
INV06727,PRJ00932,Redline Camera Rentals,Equipment Rental,1248378,2023-10-22,disputed,
INV03535,PRJ03761,Lagos Grip & Lighting Co,Equipment Rental,20667496,05 Dec 2021,Disputed,
INV06311,PRJ02026,Frame & Focus Equipment,Equipment Rental,23026431,13-12-2021,Pd,
INV06821,PRJ01657,FRAME & FOCUS EQUIPMENT,Equipment Rental,3229961,11-04-2024,Disputed,
INV04038,PRJ02072,Reel Edit Studios,Post-Production,1376114,03 Mar 2022,Overdue,
INV05187,PRJ01358,Reel Edit Studios,Post-Production,59381816,27-12-2021,Pending,
INV09084,PRJ02132,Crew Connect NG,Crew,22750373,11-06-2025,paid,
INV08372,PRJ02384,Redline Camera Rentals,Equipment Rental,27198573,2023-02-15,Pd,
INV07984,PRJ00360,Stagehand Talent Agency,Talent,3189920,04 Jul 2024,Pd,
INV07026,PRJ00322,Coastline Property Services,Location,7920718,17-11-2023,Disputed,
INV04896,PRJ03333,Coastline Property Services,Location,4610222,04 Apr 2021,OVERDUE,
INV04721,PRJ03477,ProGear Nigeria,Equipment Rental,23676225,09/04/2022,Pd,
INV03310,PRJ02328,OnDeck Production Staffing,Crew,6575231,08-08-2022,Pending,
INV00300,PRJ03057,Crew Connect NG,Crew,27585623,16/10/2025,pending,
INV02520,PRJ03655,ColourGrade Lagos,Post-Production,28041064,15-12-2022,PAID,
INV05151,PRJ03556,Lagos Grip & Lighting Co,Equipment Rental,29633277,01 Feb 2025,Pd,
INV08028,PRJ01277,Reel Edit Studios,Post-Production,44854457,04 Dec 2024,OVERDUE,
INV03447,PRJ01006,naija faces casting,Talent,13054709,02/02/2024,Disputed,
INV07351,PRJ02339,Reel Edit Studios,Post-Production,9097243,2022-06-22,Overdue,
INV01181,PRJ03451,ProGear Nigeria,Equipment Rental,27693739,28-05-2021,pending,
INV07120,PRJ01135,Stagehand Talent Agency,Talent,15932630,02/08/2024,Pending,
INV05911,PRJ03949,PROGEAR NIGERIA,Equipment Rental,28707539,07 Aug 2024,OVERDUE,
INV01159,PRJ00627,OnSet Meals NG,Catering,8856471,16 Feb 2024,Paid,
INV02800,PRJ01938,Mama Bisi Kitchen Services,Catering,13569119,25/12/2021,Pending,
INV00439,PRJ01894,Mama Bisi Kitchen Services,Catering,25606310,2025-10-11,OVERDUE,
INV06518,PRJ00277,Chop Life Catering,Catering,10060240,23 Jul 2024,paid,
INV04766,PRJ03708,ProGear Nigeria,Equipment Rental,"NGN 29,005,331",10/09/2023,Disputed,
INV09566,PRJ03828,Naija Faces Casting,Talent,37343109,03-10-2024,PAID,
INV06357,PRJ01694,STAGEHAND TALENT AGENCY,Talent,273302,16-12-2022,OVERDUE,
INV01613,PRJ01473,OnDeck Production Staffing,Crew,11245008,2025-10-15,Pd,
INV01533,PRJ02563,reel edit studios,Post-Production,1960735,28 Sep 2021,disputed,
INV04377,PRJ02367,ONDECK PRODUCTION STAFFING,Crew,7221026,09 Dec 2023,Pending,
INV06904,PRJ01437,OnSet Meals,Catering,2726139,2024-02-14,PAID,
INV01951,PRJ03186,SoundWave Post,Post-Production,47595596,14 May 2025,Disputed,
INV03289,PRJ00006,Frame & Focus Equipment,Equipment Rental,9891354,2021-09-04,paid,
INV09018,PRJ00506,Crew Connect NG,Crew,3703069,14 Aug 2025,paid,
INV04759,PRJ03293,Chop Life Catering,Catering,2032434,10 May 2024,paid,
INV06625,PRJ00734,SoundWave Post NG,Post-Production,4720460,2025-10-01,pending,
INV06606,PRJ00359,Chop Life Catering,Catering,13951533,2025-05-20,Pending,
INV05178,PRJ01509,CREW CONNECT NG,Crew,27675729,14-10-2025,disputed,
INV01823,PRJ03236,ONDECK PRODUCTION STAFFING,Crew,11233266,02-04-2024,PAID,
INV04591,PRJ00997,ProGear Nigeria,Equipment Rental,3040187,21/05/2025,disputed,
INV09398,PRJ03571,SoundWave Post NG,Post-Production,17064386,20-01-2025,paid,
INV07176,PRJ03867,Stagehand Talent Agency,Talent,9003138,14/10/2024,Disputed,
INV07018,PRJ00301,CREW CONNECT NG,Crew,14574324,10/08/2022,paid,
INV04028,PRJ03467,naija faces casting,Talent,11882584,15/06/2025,Overdue,
INV06154,PRJ02795,SoundWave Post NG,Post-Production,"NGN 25,109,516",17 May 2021,OVERDUE,
