record_id,student_id,module_code,exam_sitting_date,official_exam_score,verified_by
EXB01925,NLI-194622,EE301,27-04-2022,94,PROF. NGOZI EZE
EXB01589,NLI-36829,IT301,2021-10-12,64,Dr. Adekunle Bello
EXB00622,26839,EE401,07-09-2021,40,PROF. NGOZI EZE
EXB02344,NLI167566,ME101,2022-06-07,72,Dr. Adekunle Bello
EXB02381,NLI-126482,EN501,24/09/2024,91,Dr. Adekunle Bello
EXB00484,nli-30051,PH201,06-03-2024,86,Dr Fatima Yusuf
EXB01897,NLI-08371,EE201,25/10/2021,59,Dr Fatima Yusuf
EXB01832,nli-175827,MT201,13-12-2019,32,Dr Fatima Yusuf
EXB02262,NLI-25199,MT401,2020-06-24,91,prof. chika nwosu
EXB01265,NLI28225,DS301,04/04/2023,66,Dr. Adekunle Bello
EXB00320,12534,EN101,11/08/2021,83,Dr. Adekunle Bello
EXB00160,nli-91241,IT201,13/02/2024,98,dr. samuel okoro
EXB02513,NLI-133363,ST401,04-02-2024,32,prof. chika nwosu
EXB00355,NLI122345,DS301,09-09-2020,65,prof. chika nwosu
EXB00259,nli-107033,ME301,08/01/2023,94,Dr. Adekunle Bello
EXB01620,nli-167348,CS201,09/03/2023,,Dr. Adekunle Bello
EXB00820,171148,EC101,2022-07-10,94,Dr. Adekunle Bello
EXB01342,154440,EE301,2023-02-14,29,dr. samuel okoro
EXB02187,NLI-113456,ST401,2019-04-19,,Dr Fatima Yusuf
EXB00243,NLI-151190,EC101,25/03/2020,91,prof. chika nwosu
EXB01472,nli-186259,EE101,08-12-2024,34,dr. samuel okoro
EXB02365,nli-174686,DS301,05/01/2019,84,dr. samuel okoro
EXB00374,NLI-86817,MT101,23/11/2021,63,prof. chika nwosu
EXB00346,NLI-121349,ST301,08-04-2023,84,PROF. NGOZI EZE
EXB01653,NLI-133610,PH201,2021-08-18,74,PROF. NGOZI EZE
EXB02466,NLI26109,DS501,2024-04-10,30,Dr Fatima Yusuf
EXB02425,NLI-00671,PH301,03-12-2023,69,dr. samuel okoro
EXB02580,nli-57059,CS301,2020-03-12,,Dr. Adekunle Bello
EXB01135,173006,MT501,14-06-2024,76,prof. chika nwosu
EXB01200,144134,ST301,2023-01-22,58,Dr. Adekunle Bello
EXB01802,NLI103941,PH101,26/02/2021,57,prof. chika nwosu
EXB02317,nli-182102,PH501,24/11/2020,91,Dr. Adekunle Bello
EXB00302,126146,EC401,14/01/2023,90,PROF. NGOZI EZE
EXB02226,nli-95470,MT401,28/02/2023,54,Dr. Adekunle Bello
EXB02555,29185,CS401,2021-11-16,21,PROF. NGOZI EZE
EXB00418,NLI86352,EN101,21/06/2020,38,Dr Fatima Yusuf
EXB02195,45915,DS201,25/02/2024,67,PROF. NGOZI EZE
EXB00923,145269,IT201,11/02/2022,48,dr. samuel okoro
EXB00546,nli-16656,MT201,24/04/2019,84,Dr. Adekunle Bello
EXB00308,nli-122015,ST101,2019-05-23,,Dr Fatima Yusuf
EXB00558,NLI57335,EE501,2023-05-09,66,Dr. Adekunle Bello
EXB01786,nli-174756,EN201,2022-07-22,78,Dr. Adekunle Bello
EXB00997,nli-163251,CS201,2021-05-14,74,prof. chika nwosu
EXB02409,NLI175423,EE401,2020-10-20,97,dr. samuel okoro
EXB00760,nli-21633,ST301,18/05/2024,,Dr. Adekunle Bello
EXB00877,NLI122931,ST401,13-05-2022,33,dr. samuel okoro
EXB00542,NLI176647,DS501,2020-12-27,88,Dr Fatima Yusuf
EXB01809,NLI123999,ME101,2022-03-24,97,Dr Fatima Yusuf
EXB02512,nli-170163,IT501,20/12/2021,25,dr. samuel okoro
EXB01995,NLI182799,MT101,2019-12-04,96,Dr Fatima Yusuf
EXB00465,NLI108912,DS301,21-03-2021,,Dr. Adekunle Bello
EXB00386,NLI62179,EC201,04-01-2019,78,Dr Fatima Yusuf
EXB01467,NLI-63397,EN201,15-03-2021,31,dr. samuel okoro
EXB01823,NLI186373,ST401,2022-02-26,65,prof. chika nwosu
EXB02084,40218,CS101,09-08-2024,66,Dr. Adekunle Bello
EXB00854,nli-76118,DS201,2024-01-22,59,prof. chika nwosu
EXB01848,NLI-75347,EN501,07-04-2022,51,prof. chika nwosu
EXB02095,NLI110158,IT101,20-10-2019,87,prof. chika nwosu
EXB01130,nli-104873,MT501,24/11/2022,69,Dr Fatima Yusuf
EXB01473,NLI-195840,MT301,2020-10-09,91,dr. samuel okoro
EXB00324,NLI25175,ST101,2020-10-26,92,dr. samuel okoro
EXB00866,nli-41325,DS501,09-12-2019,37,Dr Fatima Yusuf
EXB00277,NLI-177941,EC101,2021-08-02,55,Dr. Adekunle Bello
EXB01304,166064,ME301,2024-05-07,99,prof. chika nwosu
EXB00757,nli-08675,ST401,17-06-2022,23,dr. samuel okoro
EXB01433,nli-30506,EE101,18/05/2021,75,Dr Fatima Yusuf
EXB01681,44669,CS101,25/04/2023,76,dr. samuel okoro
EXB00472,176689,EC301,24-06-2019,68,Dr. Adekunle Bello
EXB00555,NLI141830,DS401,13-07-2021,62,Dr. Adekunle Bello
EXB00769,172135,EC301,02-06-2021,,dr. samuel okoro
EXB00852,NLI-83813,IT201,09-11-2022,74,dr. samuel okoro
EXB01904,NLI-59387,PH301,04/05/2020,24,dr. samuel okoro
EXB01023,132242,MT301,27/03/2023,33,prof. chika nwosu
EXB00798,185106,DS401,2020-02-07,47,Dr. Adekunle Bello
EXB02391,NLI-143619,PH501,20-04-2023,69,PROF. NGOZI EZE
EXB01210,NLI-60748,CS301,2020-03-04,98,PROF. NGOZI EZE
EXB01722,NLI48216,EC401,2023-04-19,31,dr. samuel okoro
EXB02590,78459,IT201,25/08/2020,100,Dr. Adekunle Bello
EXB01417,nli-134432,CS101,13-12-2020,31,dr. samuel okoro
EXB02198,NLI148643,EE501,07/05/2022,67,Dr. Adekunle Bello
EXB01439,NLI-196907,DS401,28/03/2021,34,PROF. NGOZI EZE
EXB01159,NLI62961,ST201,17/01/2024,69,prof. chika nwosu
EXB01412,NLI-65319,MT301,26/09/2021,28,dr. samuel okoro
EXB00356,NLI184501,ME101,07-01-2024,78,Dr Fatima Yusuf
EXB00730,nli-113847,MT501,05-12-2019,35,PROF. NGOZI EZE
EXB01597,nli-72698,MT101,2023-06-10,30,PROF. NGOZI EZE
EXB02012,NLI-37047,IT201,27/03/2019,68,PROF. NGOZI EZE
EXB00631,NLI-78557,EC201,2020-04-06,59,Dr. Adekunle Bello
EXB01556,44907,PH101,08/05/2020,69,Dr. Adekunle Bello
EXB00639,nli-149247,MT101,08/04/2021,38,Dr. Adekunle Bello
EXB00571,26172,EC101,17-10-2020,48,Dr Fatima Yusuf
EXB01878,47854,EC301,14-01-2019,91,PROF. NGOZI EZE
EXB01557,NLI-52643,PH101,03/12/2021,98,prof. chika nwosu
EXB01274,149750,DS401,25/12/2023,32,prof. chika nwosu
EXB01142,NLI158573,ME501,2020-01-24,47,dr. samuel okoro
EXB02453,nli-98786,ST101,2020-05-09,95,Dr Fatima Yusuf
EXB00409,NLI-134296,ME401,22-05-2022,21,dr. samuel okoro
EXB02439,87022,EN201,18/05/2021,56,dr. samuel okoro
EXB00572,NLI-189341,EN101,17/12/2022,89,Dr. Adekunle Bello
EXB02098,NLI-191334,EE201,2023-11-13,28,Dr Fatima Yusuf
EXB00821,NLI-173626,ME301,12/12/2023,88,dr. samuel okoro
EXB01050,NLI-40200,MT101,26/09/2024,35,prof. chika nwosu
EXB02139,nli-105508,ST301,20/05/2024,76,prof. chika nwosu
EXB00809,NLI51979,EC101,2020-08-22,23,Dr. Adekunle Bello
EXB01425,NLI195072,PH301,20-12-2024,30,Dr Fatima Yusuf
EXB00047,07610,DS401,12-12-2022,29,Dr. Adekunle Bello
EXB00638,NLI-142819,DS501,2020-12-06,94,prof. chika nwosu
EXB00281,NLI136715,IT101,28-09-2021,40,dr. samuel okoro
EXB02350,NLI116498,CS201,12-08-2022,62,Dr. Adekunle Bello
EXB00385,76386,MT401,15/01/2019,23,Dr. Adekunle Bello
EXB00895,NLI101504,DS301,28/12/2023,82,Dr. Adekunle Bello
EXB02217,nli-67131,ME201,2021-03-13,37,prof. chika nwosu
EXB00303,NLI-193934,EC301,2020-09-01,93,dr. samuel okoro
EXB01316,NLI35258,EE501,23-02-2024,80,prof. chika nwosu
EXB02254,NLI-08090,EN301,2019-11-24,65,dr. samuel okoro
EXB00728,NLI12546,DS401,26/12/2019,44,Dr Fatima Yusuf
EXB01821,NLI194647,MT201,05/04/2022,85,prof. chika nwosu
EXB01683,146439,PH301,20/11/2022,87,Dr Fatima Yusuf
EXB01184,nli-20504,EC301,2022-04-01,29,Dr Fatima Yusuf
EXB01861,57654,ME501,02-10-2019,92,Dr. Adekunle Bello
EXB00965,NLI26689,ST401,02/11/2020,20,PROF. NGOZI EZE
EXB01366,nli-16506,EE401,2022-01-10,89,PROF. NGOZI EZE
EXB01169,42248,CS401,20-03-2019,45,Dr Fatima Yusuf
EXB00978,NLI-13464,PH301,12/10/2024,55,Dr. Adekunle Bello
EXB02244,NLI-64084,ST101,2021-10-01,81,PROF. NGOZI EZE
EXB00233,NLI-74061,MT101,28-07-2019,47,dr. samuel okoro
EXB02257,nli-54587,ST201,14-06-2019,,dr. samuel okoro
EXB00674,NLI83608,ST501,12/09/2023,44,PROF. NGOZI EZE
EXB01812,40485,EC401,23/10/2023,77,prof. chika nwosu
EXB00514,nli-70568,IT401,04-01-2022,30,PROF. NGOZI EZE
EXB02242,NLI190673,EC501,16/10/2023,62,Dr. Adekunle Bello
EXB02545,NLI14410,IT501,19/06/2021,85,PROF. NGOZI EZE
EXB00487,nli-116923,ST101,2023-05-04,63,prof. chika nwosu
EXB02056,NLI128383,ST401,22/12/2024,40,Dr Fatima Yusuf
EXB00600,NLI-96744,ME401,2022-02-09,35,Dr Fatima Yusuf
EXB02457,159552,ST401,09-11-2024,23,Dr. Adekunle Bello
EXB01187,NLI-35855,CS201,2023-12-22,87,Dr. Adekunle Bello
EXB00329,21974,PH501,04/08/2024,87,prof. chika nwosu
EXB01342,154440,EE301,2023-02-14,29,dr. samuel okoro
EXB02387,NLI-148722,ST501,07-03-2020,21,Dr Fatima Yusuf
EXB01782,NLI46014,IT401,2024-05-21,51,PROF. NGOZI EZE
EXB01527,NLI-72785,EC301,23-10-2024,99,Dr Fatima Yusuf
EXB01321,NLI13135,DS301,01/08/2019,32,prof. chika nwosu
EXB01097,NLI139785,ST401,18/11/2022,,prof. chika nwosu
EXB00238,NLI11226,EC501,14-07-2020,58,Dr. Adekunle Bello
EXB01103,nli-91964,EC101,20/06/2019,77,PROF. NGOZI EZE
EXB00983,NLI27077,ME501,27/05/2023,28,Dr. Adekunle Bello
EXB00288,NLI102297,CS501,02/07/2023,56,prof. chika nwosu
EXB00734,nli-86799,CS201,2021-06-04,50,PROF. NGOZI EZE
EXB01158,NLI-14376,PH301,2021-08-20,22,Dr. Adekunle Bello
EXB00592,NLI-40404,ST401,2021-01-18,49,Dr. Adekunle Bello
EXB00038,NLI-80561,PH101,2024-04-16,85,Dr. Adekunle Bello
EXB01708,NLI-183829,PH501,26-05-2021,62,prof. chika nwosu
EXB02552,nli-22845,DS301,15/10/2024,70,prof. chika nwosu
EXB01373,NLI-183798,IT101,2024-08-07,85,prof. chika nwosu
EXB01690,nli-141672,EN401,21/05/2023,,prof. chika nwosu
EXB02272,nli-45499,PH301,23/03/2023,40,Dr Fatima Yusuf
EXB02550,NLI-122769,ST201,2020-11-15,101,Dr. Adekunle Bello
EXB01364,178237,DS401,10-04-2021,95,PROF. NGOZI EZE
EXB02033,116431,PH301,14/09/2019,43,Dr Fatima Yusuf
EXB02175,nli-59192,EE301,17/01/2019,38,Dr. Adekunle Bello
EXB01778,nli-170141,PH201,08/10/2019,42,prof. chika nwosu
EXB01458,66156,EE101,2020-03-19,85,dr. samuel okoro
EXB00085,NLI-35940,EC501,2024-04-01,93,PROF. NGOZI EZE
EXB00739,nli-10088,ME501,2022-10-03,111,PROF. NGOZI EZE
EXB01651,nli-02064,EC101,21/11/2021,46,PROF. NGOZI EZE
EXB00601,nli-135290,EE401,2024-06-05,24,prof. chika nwosu
EXB00154,nli-171554,ME201,06/02/2021,72,dr. samuel okoro
EXB01859,NLI-19187,CS501,24-05-2021,62,prof. chika nwosu
EXB00673,nli-88906,PH101,07/05/2020,85,PROF. NGOZI EZE
EXB01633,nli-180105,EE401,2019-01-16,32,PROF. NGOZI EZE
EXB01228,NLI127376,IT101,2020-01-21,92,dr. samuel okoro
EXB02445,nli-115130,CS101,20-12-2020,79,PROF. NGOZI EZE
EXB00359,NLI-177250,MT501,03-06-2019,35,Dr Fatima Yusuf
EXB00795,nli-92583,PH201,2024-11-19,112,Dr Fatima Yusuf
EXB01637,NLI-79707,ST501,13/05/2023,38,Dr. Adekunle Bello
EXB00865,NLI124888,CS501,27-08-2023,33,PROF. NGOZI EZE
EXB02239,NLI-67470,EC301,02-06-2019,66,dr. samuel okoro
EXB02393,NLI74162,EN101,16-06-2022,67,dr. samuel okoro
EXB00456,NLI71712,PH301,16-10-2022,91,Dr Fatima Yusuf
EXB01654,NLI-163712,CS101,03/02/2019,115,dr. samuel okoro
EXB00925,nli-97659,CS201,16-11-2024,97,Dr Fatima Yusuf
EXB01613,nli-150366,ST101,13-04-2021,85,Dr Fatima Yusuf
EXB02348,nli-97088,DS401,2019-09-02,47,PROF. NGOZI EZE
EXB00360,NLI-10930,EC501,2024-02-17,49,PROF. NGOZI EZE
EXB00064,NLI105578,ST401,26-04-2022,69,prof. chika nwosu
EXB01132,NLI-186293,ME401,03/04/2024,34,Dr. Adekunle Bello
EXB01266,NLI163634,ST501,06-09-2019,30,Dr Fatima Yusuf
EXB02449,NLI-69960,IT101,2024-04-11,40,PROF. NGOZI EZE
EXB01857,NLI-22637,IT401,09/01/2019,21,PROF. NGOZI EZE
EXB01123,nli-113564,EC301,2022-08-20,29,Dr. Adekunle Bello
EXB01480,172798,DS101,19/01/2020,88,prof. chika nwosu
EXB01244,NLI-176014,IT401,06-04-2024,82,PROF. NGOZI EZE
EXB00860,NLI-60035,EN201,25/10/2024,,prof. chika nwosu
EXB00454,NLI-189479,ME501,19/03/2019,50,Dr Fatima Yusuf
EXB02411,113720,EC401,2020-12-03,47,dr. samuel okoro
EXB00250,130817,EN101,13-01-2020,64,PROF. NGOZI EZE
EXB00350,107302,ME201,22/11/2024,87,prof. chika nwosu
EXB00208,NLI161023,EE401,2024-10-19,-17,Dr Fatima Yusuf
EXB02594,60215,PH301,25/05/2024,78,Dr Fatima Yusuf
EXB01479,nli-137938,DS101,06/01/2022,94,PROF. NGOZI EZE
EXB00184,nli-98068,IT201,06-04-2022,46,PROF. NGOZI EZE
EXB00505,NLI-111706,EE101,15-09-2019,77,dr. samuel okoro
EXB00357,23967,CS401,27/08/2019,76,PROF. NGOZI EZE
EXB00573,nli-134460,EC401,09/01/2020,27,PROF. NGOZI EZE
EXB01136,nli-01504,ST401,08-10-2021,84,Dr. Adekunle Bello
EXB01229,NLI142558,EN101,2019-03-15,100,prof. chika nwosu
EXB00995,NLI106013,EN201,2019-12-23,38,dr. samuel okoro
EXB00186,NLI-166463,EN101,16/12/2019,55,dr. samuel okoro
EXB00534,nli-113211,ST301,2019-06-03,64,Dr. Adekunle Bello
EXB01882,NLI-153244,EE201,2019-05-06,89,Dr Fatima Yusuf
EXB02026,162965,PH501,20/08/2024,75,PROF. NGOZI EZE
EXB01866,NLI-162134,ST501,2022-01-12,51,Dr. Adekunle Bello
EXB01564,NLI-124964,EC301,2022-07-19,65,dr. samuel okoro
EXB01388,NLI169525,DS501,24/05/2023,,prof. chika nwosu
EXB00901,NLI-61828,DS201,25/11/2021,47,prof. chika nwosu
EXB01348,NLI-01457,ST501,20/07/2020,63,Dr. Adekunle Bello
EXB01413,NLI-117299,EE201,24/10/2019,15,Dr Fatima Yusuf
EXB01805,NLI152426,PH401,18/07/2023,39,dr. samuel okoro
EXB01003,NLI159424,MT201,13-02-2024,100,Dr Fatima Yusuf
EXB00819,nli-111957,EC501,2024-06-13,,prof. chika nwosu
EXB00149,123465,MT401,09/05/2020,24,Dr Fatima Yusuf
EXB02119,NLI20181,CS301,2023-12-19,78,prof. chika nwosu
EXB02065,158861,ME101,2021-11-15,38,PROF. NGOZI EZE
EXB00811,NLI-23796,MT101,05/05/2022,67,Dr Fatima Yusuf
EXB02325,nli-69030,EN101,2024-02-02,55,PROF. NGOZI EZE
EXB01437,NLI-16875,EN401,2022-03-10,62,dr. samuel okoro
EXB00060,64508,EN401,2020-06-22,61,PROF. NGOZI EZE
EXB00182,37567,PH501,12-04-2024,82,prof. chika nwosu
EXB00511,32375,ME301,06-11-2023,73,PROF. NGOZI EZE
EXB00460,NLI-15073,IT501,07-12-2024,98,prof. chika nwosu
EXB00216,nli-139177,ST401,2023-10-27,43,Dr Fatima Yusuf
EXB01571,NLI82067,IT101,12-01-2024,96,Dr Fatima Yusuf
EXB02057,NLI-82611,EC501,27-02-2020,21,dr. samuel okoro
EXB02388,NLI-27375,ST101,26-10-2021,16,prof. chika nwosu
EXB00590,NLI11544,ME101,2023-12-22,49,Dr. Adekunle Bello
EXB01965,nli-94758,DS201,19/03/2024,72,dr. samuel okoro
EXB02507,NLI77248,CS501,19-01-2023,73,dr. samuel okoro
EXB01276,NLI-171897,ME101,15/01/2024,68,dr. samuel okoro
EXB00366,114362,CS201,18-08-2020,93,Dr Fatima Yusuf
EXB02013,NLI113777,ST301,17-10-2023,100,dr. samuel okoro
EXB01957,NLI-130930,DS501,2024-07-24,21,Dr. Adekunle Bello
EXB00894,nli-85411,EE501,17/11/2022,76,Dr Fatima Yusuf
EXB01712,NLI168407,EC201,2022-04-28,76,PROF. NGOZI EZE
EXB01971,NLI18153,EE401,09-02-2021,41,Dr Fatima Yusuf
EXB01711,NLI-56362,ME101,2019-02-03,48,Dr. Adekunle Bello
EXB01655,NLI02043,EN401,13-09-2020,66,dr. samuel okoro
EXB00799,NLI-109960,EE201,2023-05-07,47,PROF. NGOZI EZE
EXB02151,150505,MT501,01/09/2019,27,PROF. NGOZI EZE
EXB00989,45328,IT201,24-02-2021,57,Dr Fatima Yusuf
EXB00975,NLI-88471,IT301,13/10/2023,65,dr. samuel okoro
EXB01401,nli-43447,EC401,13/02/2023,80,PROF. NGOZI EZE
EXB01975,94473,EC401,2022-06-14,51,PROF. NGOZI EZE
EXB00467,nli-27127,PH201,12-11-2019,97,prof. chika nwosu
EXB02063,NLI-62187,EE101,15/08/2021,,Dr Fatima Yusuf
EXB01459,NLI-64221,EN401,23/03/2019,75,Dr Fatima Yusuf
EXB01529,20506,DS401,2024-12-01,75,PROF. NGOZI EZE
EXB00072,NLI-51503,EN301,26-06-2021,95,dr. samuel okoro
EXB01506,NLI-145717,PH501,01/01/2022,80,Dr Fatima Yusuf
EXB01561,NLI83421,EN201,01-11-2021,35,Dr Fatima Yusuf
EXB02060,111580,IT501,13/04/2021,46,Dr. Adekunle Bello
EXB01880,nli-50512,ME101,11/06/2019,56,dr. samuel okoro
EXB02492,NLI-122135,MT201,15/08/2021,58,PROF. NGOZI EZE
EXB00777,nli-91760,DS101,2021-03-20,47,dr. samuel okoro
EXB00632,nli-199673,ME101,2024-12-08,50,prof. chika nwosu
EXB01124,98626,EC201,13/11/2022,37,dr. samuel okoro
EXB02384,NLI-21701,ME201,2020-12-23,72,PROF. NGOZI EZE
EXB00913,nli-77052,PH401,16/05/2020,76,dr. samuel okoro
EXB02561,NLI-20071,EE501,25-05-2022,36,Dr. Adekunle Bello
EXB00255,09968,PH401,18-04-2023,57,Dr Fatima Yusuf
EXB01221,NLI05273,IT401,26-12-2020,42,dr. samuel okoro
EXB01728,nli-05016,IT301,28/09/2019,66,PROF. NGOZI EZE
EXB00283,NLI-198551,EN501,22-01-2024,31,Dr. Adekunle Bello
EXB01691,NLI-137432,DS401,09-09-2022,70,PROF. NGOZI EZE
EXB02204,NLI-89874,IT501,26-09-2023,74,prof. chika nwosu
EXB02263,nli-198587,EE401,2023-11-06,91,prof. chika nwosu
EXB02040,NLI-17382,MT301,09-08-2023,99,dr. samuel okoro
EXB00203,NLI44584,ME401,09/04/2021,34,Dr. Adekunle Bello
EXB00762,53667,MT201,24-11-2021,53,prof. chika nwosu
EXB00279,86134,DS401,2019-12-03,80,Dr. Adekunle Bello
EXB00491,NLI-47830,EE501,28-01-2021,,PROF. NGOZI EZE
EXB00189,nli-133704,EN401,2021-11-03,93,prof. chika nwosu
EXB02525,150488,EN401,04-08-2024,78,dr. samuel okoro
EXB01028,166601,PH301,09-09-2022,56,prof. chika nwosu
EXB00492,NLI-35107,CS101,2024-10-14,90,Dr. Adekunle Bello
EXB02462,nli-22738,EE201,14/12/2023,21,Dr. Adekunle Bello
EXB01071,NLI-25437,EC101,15/09/2019,83,dr. samuel okoro
EXB01661,nli-78537,EE201,2021-09-27,72,dr. samuel okoro
EXB01724,NLI-07056,EC301,2022-04-26,86,prof. chika nwosu
EXB01501,nli-185479,EC401,2020-08-12,100,Dr. Adekunle Bello
EXB01603,nli-154925,EC201,2019-05-15,33,dr. samuel okoro
EXB01992,nli-47635,CS401,2021-05-10,61,Dr. Adekunle Bello
EXB00802,NLI31036,MT401,27-08-2024,53,dr. samuel okoro
EXB02417,nli-147065,EC301,27-01-2022,33,dr. samuel okoro
EXB01710,NLI-68353,CS401,04-07-2020,85,Dr. Adekunle Bello
EXB02073,35381,PH201,2024-10-04,64,Dr. Adekunle Bello
EXB01081,NLI194149,MT101,2021-09-20,68,dr. samuel okoro
EXB01153,173080,EN301,22/09/2024,51,PROF. NGOZI EZE
EXB02223,35012,CS101,21-01-2022,46,prof. chika nwosu
EXB01307,NLI-135086,ST301,25/06/2023,20,Dr. Adekunle Bello
EXB02066,nli-112422,MT501,2023-08-06,46,prof. chika nwosu
EXB01126,NLI42723,DS101,2023-02-23,80,PROF. NGOZI EZE
EXB00138,NLI70383,EE301,11-01-2023,76,PROF. NGOZI EZE
EXB00618,nli-137841,EE101,2024-05-23,38,Dr Fatima Yusuf
EXB00071,NLI-04549,ST501,07/12/2019,88,dr. samuel okoro
EXB01173,45922,EE501,03/11/2022,30,PROF. NGOZI EZE
EXB00597,NLI-175391,CS301,2022-01-04,93,PROF. NGOZI EZE
EXB00181,NLI-143724,EN201,15-06-2020,26,dr. samuel okoro
EXB02586,NLI-122852,EN101,13-02-2024,40,dr. samuel okoro
EXB00950,NLI-13056,EC401,2022-04-21,70,Dr Fatima Yusuf
EXB00561,nli-11340,EC201,2021-08-28,47,prof. chika nwosu
EXB02337,NLI-197651,MT301,13/10/2024,53,Dr. Adekunle Bello
EXB00380,nli-15384,PH301,2023-07-07,,prof. chika nwosu
EXB02281,NLI-131666,EC301,20/06/2021,74,prof. chika nwosu
EXB00479,NLI-81785,DS501,17-08-2019,58,prof. chika nwosu
EXB01291,117417,EC301,02/11/2022,79,PROF. NGOZI EZE
EXB00617,NLI-38222,IT101,23/01/2021,59,PROF. NGOZI EZE
EXB01870,nli-33797,EN501,12-12-2022,35,Dr Fatima Yusuf
EXB02193,NLI-145209,PH101,18-09-2019,109,dr. samuel okoro
EXB00104,69698,EC301,2024-05-02,22,Dr. Adekunle Bello
EXB02339,NLI-120927,MT301,21-12-2019,67,dr. samuel okoro
EXB01191,NLI116182,IT101,09/06/2021,48,prof. chika nwosu
EXB01488,NLI-55520,EE201,2020-08-08,88,prof. chika nwosu
EXB02316,NLI86864,EN101,10/11/2022,59,Dr Fatima Yusuf
EXB01216,NLI-164930,ME301,13/12/2022,,dr. samuel okoro
EXB02301,186283,MT301,28/04/2023,29,dr. samuel okoro
EXB01815,NLI-24562,MT501,01-04-2020,56,PROF. NGOZI EZE
EXB00476,NLI76075,EC101,16-05-2021,24,Dr Fatima Yusuf
EXB01726,nli-47219,MT501,26/07/2022,53,Dr Fatima Yusuf
EXB02160,130831,ME501,2019-03-15,,PROF. NGOZI EZE
EXB01623,NLI-59238,DS201,2019-05-17,30,Dr Fatima Yusuf
EXB00156,NLI-70515,IT401,2023-12-26,95,dr. samuel okoro
EXB00478,nli-174501,EC101,19/05/2022,28,Dr Fatima Yusuf
EXB01429,NLI154077,EN201,17/03/2021,43,PROF. NGOZI EZE
EXB00112,NLI-95644,ME101,2021-01-15,86,dr. samuel okoro
EXB01881,nli-57011,EC501,21/07/2022,56,dr. samuel okoro
EXB01641,75115,ST501,03/03/2019,34,PROF. NGOZI EZE
EXB02498,NLI-58459,EC201,2021-09-09,50,Dr Fatima Yusuf
EXB00948,NLI-155990,MT201,25-07-2024,73,PROF. NGOZI EZE
EXB00025,NLI-196619,PH201,2023-02-21,81,Dr. Adekunle Bello
EXB01895,NLI-137790,IT301,2020-09-10,36,Dr. Adekunle Bello
EXB02543,NLI-161345,EC101,06/09/2021,35,Dr Fatima Yusuf
EXB00115,177408,IT201,11-06-2023,97,PROF. NGOZI EZE
EXB00489,NLI-95148,EN101,2021-06-26,64,Dr. Adekunle Bello
EXB02189,NLI-76865,EE501,24-01-2019,44,prof. chika nwosu
EXB00429,NLI-18748,EE301,16-04-2022,71,Dr. Adekunle Bello
EXB01811,NLI102857,DS501,13/02/2022,37,prof. chika nwosu
EXB01917,nli-47284,CS401,2021-09-20,33,dr. samuel okoro
EXB02020,NLI168205,MT101,02/06/2020,36,dr. samuel okoro
EXB02213,78605,EN501,2021-06-13,27,PROF. NGOZI EZE
EXB00814,NLI-97643,DS401,17/06/2019,74,dr. samuel okoro
EXB01997,NLI-145148,ME101,2019-04-18,98,prof. chika nwosu
EXB01082,NLI-124055,PH101,20/07/2024,98,Dr Fatima Yusuf
EXB00900,NLI-34316,CS501,2021-08-15,68,prof. chika nwosu
EXB02535,nli-179078,CS201,01/02/2022,32,PROF. NGOZI EZE
EXB01686,nli-38549,EC401,2019-01-03,35,prof. chika nwosu
EXB02476,NLI-190736,EE101,2022-12-06,,Dr. Adekunle Bello
EXB02366,nli-101111,EE101,18/01/2021,38,prof. chika nwosu
EXB02510,nli-188698,EE101,2021-03-07,23,PROF. NGOZI EZE
EXB01450,nli-66050,IT201,22/10/2019,91,dr. samuel okoro
EXB00352,NLI-14963,PH501,25/04/2023,69,prof. chika nwosu
EXB01772,NLI173395,MT401,2019-03-24,96,dr. samuel okoro
EXB00032,NLI-195848,CS101,19/12/2019,91,prof. chika nwosu
EXB02138,nli-24775,IT301,2019-10-22,52,Dr Fatima Yusuf
EXB01041,NLI-89689,DS401,20/09/2023,48,dr. samuel okoro
EXB01584,139960,MT201,11-08-2019,,Dr Fatima Yusuf
EXB00453,NLI-36187,EE401,26/06/2024,25,Dr Fatima Yusuf
EXB01377,46362,EN101,22/06/2023,,Dr Fatima Yusuf
EXB00224,NLI59436,ST501,15/09/2020,39,Dr. Adekunle Bello
EXB01525,NLI-04838,ME101,08-04-2022,,PROF. NGOZI EZE
EXB01577,177386,DS301,14-10-2022,22,dr. samuel okoro
EXB01016,NLI155848,EN501,15-06-2019,46,Dr Fatima Yusuf
EXB00270,NLI-115519,DS301,12-11-2023,24,PROF. NGOZI EZE
EXB01399,106437,IT201,17/06/2024,27,dr. samuel okoro
EXB00318,NLI-56588,CS201,15-05-2022,51,PROF. NGOZI EZE
EXB00909,NLI64904,CS201,07-01-2019,,Dr Fatima Yusuf
EXB00595,NLI36070,ST101,2023-12-23,85,prof. chika nwosu
EXB02166,nli-68860,ME501,11/11/2024,100,dr. samuel okoro
EXB00005,NLI-137565,DS401,04/04/2020,33,prof. chika nwosu
EXB02351,nli-125881,IT401,2022-03-24,99,prof. chika nwosu
EXB01959,nli-72665,EE401,2020-10-21,26,Dr. Adekunle Bello
EXB01560,NLI-120595,ST401,07-06-2021,63,prof. chika nwosu
EXB02424,04630,PH101,28/04/2022,55,PROF. NGOZI EZE
